audio_fp,video_fp,split,dataset
train/wav/034_22_F_RWLS_020.wav,train/mp4/034_22_F_RWLS_020.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_021.wav,train/mp4/034_22_F_RWLS_021.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_022.wav,train/mp4/034_22_F_RWLS_022.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_023.wav,train/mp4/034_22_F_RWLS_023.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_024.wav,train/mp4/034_22_F_RWLS_024.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_025.wav,train/mp4/034_22_F_RWLS_025.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_026.wav,train/mp4/034_22_F_RWLS_026.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_027.wav,train/mp4/034_22_F_RWLS_027.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_028.wav,train/mp4/034_22_F_RWLS_028.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_029.wav,train/mp4/034_22_F_RWLS_029.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_030.wav,train/mp4/034_22_F_RWLS_030.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_031.wav,train/mp4/034_22_F_RWLS_031.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_032.wav,train/mp4/034_22_F_RWLS_032.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_033.wav,train/mp4/034_22_F_RWLS_033.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_034.wav,train/mp4/034_22_F_RWLS_034.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_035.wav,train/mp4/034_22_F_RWLS_035.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_036.wav,train/mp4/034_22_F_RWLS_036.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_037.wav,train/mp4/034_22_F_RWLS_037.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_038.wav,train/mp4/034_22_F_RWLS_038.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_039.wav,train/mp4/034_22_F_RWLS_039.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_040.wav,train/mp4/034_22_F_RWLS_040.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_041.wav,train/mp4/034_22_F_RWLS_041.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_042.wav,train/mp4/034_22_F_RWLS_042.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_043.wav,train/mp4/034_22_F_RWLS_043.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_044.wav,train/mp4/034_22_F_RWLS_044.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_045.wav,train/mp4/034_22_F_RWLS_045.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_046.wav,train/mp4/034_22_F_RWLS_046.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_047.wav,train/mp4/034_22_F_RWLS_047.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_048.wav,train/mp4/034_22_F_RWLS_048.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_049.wav,train/mp4/034_22_F_RWLS_049.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_050.wav,train/mp4/034_22_F_RWLS_050.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_051.wav,train/mp4/034_22_F_RWLS_051.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_052.wav,train/mp4/034_22_F_RWLS_052.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_053.wav,train/mp4/034_22_F_RWLS_053.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_054.wav,train/mp4/034_22_F_RWLS_054.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_055.wav,train/mp4/034_22_F_RWLS_055.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_056.wav,train/mp4/034_22_F_RWLS_056.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_057.wav,train/mp4/034_22_F_RWLS_057.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_058.wav,train/mp4/034_22_F_RWLS_058.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_059.wav,train/mp4/034_22_F_RWLS_059.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_060.wav,train/mp4/034_22_F_RWLS_060.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_061.wav,train/mp4/034_22_F_RWLS_061.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_062.wav,train/mp4/034_22_F_RWLS_062.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_063.wav,train/mp4/034_22_F_RWLS_063.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_064.wav,train/mp4/034_22_F_RWLS_064.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_065.wav,train/mp4/034_22_F_RWLS_065.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_066.wav,train/mp4/034_22_F_RWLS_066.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_067.wav,train/mp4/034_22_F_RWLS_067.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_068.wav,train/mp4/034_22_F_RWLS_068.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_069.wav,train/mp4/034_22_F_RWLS_069.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_070.wav,train/mp4/034_22_F_RWLS_070.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_071.wav,train/mp4/034_22_F_RWLS_071.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_072.wav,train/mp4/034_22_F_RWLS_072.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_073.wav,train/mp4/034_22_F_RWLS_073.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_074.wav,train/mp4/034_22_F_RWLS_074.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_075.wav,train/mp4/034_22_F_RWLS_075.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_076.wav,train/mp4/034_22_F_RWLS_076.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_077.wav,train/mp4/034_22_F_RWLS_077.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_078.wav,train/mp4/034_22_F_RWLS_078.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_079.wav,train/mp4/034_22_F_RWLS_079.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_080.wav,train/mp4/034_22_F_RWLS_080.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_081.wav,train/mp4/034_22_F_RWLS_081.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_082.wav,train/mp4/034_22_F_RWLS_082.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_083.wav,train/mp4/034_22_F_RWLS_083.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_084.wav,train/mp4/034_22_F_RWLS_084.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_085.wav,train/mp4/034_22_F_RWLS_085.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_086.wav,train/mp4/034_22_F_RWLS_086.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_087.wav,train/mp4/034_22_F_RWLS_087.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_088.wav,train/mp4/034_22_F_RWLS_088.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_089.wav,train/mp4/034_22_F_RWLS_089.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_090.wav,train/mp4/034_22_F_RWLS_090.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_091.wav,train/mp4/034_22_F_RWLS_091.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_092.wav,train/mp4/034_22_F_RWLS_092.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_093.wav,train/mp4/034_22_F_RWLS_093.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_094.wav,train/mp4/034_22_F_RWLS_094.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_095.wav,train/mp4/034_22_F_RWLS_095.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_096.wav,train/mp4/034_22_F_RWLS_096.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_097.wav,train/mp4/034_22_F_RWLS_097.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_098.wav,train/mp4/034_22_F_RWLS_098.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_099.wav,train/mp4/034_22_F_RWLS_099.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_100.wav,train/mp4/034_22_F_RWLS_100.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_101.wav,train/mp4/034_22_F_RWLS_101.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_102.wav,train/mp4/034_22_F_RWLS_102.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_103.wav,train/mp4/034_22_F_RWLS_103.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_104.wav,train/mp4/034_22_F_RWLS_104.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_105.wav,train/mp4/034_22_F_RWLS_105.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_106.wav,train/mp4/034_22_F_RWLS_106.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_107.wav,train/mp4/034_22_F_RWLS_107.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_108.wav,train/mp4/034_22_F_RWLS_108.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_109.wav,train/mp4/034_22_F_RWLS_109.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_110.wav,train/mp4/034_22_F_RWLS_110.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_111.wav,train/mp4/034_22_F_RWLS_111.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_112.wav,train/mp4/034_22_F_RWLS_112.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_113.wav,train/mp4/034_22_F_RWLS_113.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_114.wav,train/mp4/034_22_F_RWLS_114.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_115.wav,train/mp4/034_22_F_RWLS_115.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_116.wav,train/mp4/034_22_F_RWLS_116.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_117.wav,train/mp4/034_22_F_RWLS_117.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_118.wav,train/mp4/034_22_F_RWLS_118.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_119.wav,train/mp4/034_22_F_RWLS_119.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_120.wav,train/mp4/034_22_F_RWLS_120.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_121.wav,train/mp4/034_22_F_RWLS_121.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_122.wav,train/mp4/034_22_F_RWLS_122.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_123.wav,train/mp4/034_22_F_RWLS_123.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_124.wav,train/mp4/034_22_F_RWLS_124.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_125.wav,train/mp4/034_22_F_RWLS_125.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_126.wav,train/mp4/034_22_F_RWLS_126.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_127.wav,train/mp4/034_22_F_RWLS_127.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_128.wav,train/mp4/034_22_F_RWLS_128.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_129.wav,train/mp4/034_22_F_RWLS_129.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_130.wav,train/mp4/034_22_F_RWLS_130.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_131.wav,train/mp4/034_22_F_RWLS_131.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_132.wav,train/mp4/034_22_F_RWLS_132.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_133.wav,train/mp4/034_22_F_RWLS_133.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_134.wav,train/mp4/034_22_F_RWLS_134.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_135.wav,train/mp4/034_22_F_RWLS_135.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_136.wav,train/mp4/034_22_F_RWLS_136.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_137.wav,train/mp4/034_22_F_RWLS_137.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_138.wav,train/mp4/034_22_F_RWLS_138.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_139.wav,train/mp4/034_22_F_RWLS_139.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_140.wav,train/mp4/034_22_F_RWLS_140.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_141.wav,train/mp4/034_22_F_RWLS_141.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_142.wav,train/mp4/034_22_F_RWLS_142.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_143.wav,train/mp4/034_22_F_RWLS_143.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_144.wav,train/mp4/034_22_F_RWLS_144.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_145.wav,train/mp4/034_22_F_RWLS_145.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_146.wav,train/mp4/034_22_F_RWLS_146.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_147.wav,train/mp4/034_22_F_RWLS_147.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_148.wav,train/mp4/034_22_F_RWLS_148.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_149.wav,train/mp4/034_22_F_RWLS_149.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_150.wav,train/mp4/034_22_F_RWLS_150.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_151.wav,train/mp4/034_22_F_RWLS_151.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_152.wav,train/mp4/034_22_F_RWLS_152.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_153.wav,train/mp4/034_22_F_RWLS_153.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_154.wav,train/mp4/034_22_F_RWLS_154.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_155.wav,train/mp4/034_22_F_RWLS_155.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_156.wav,train/mp4/034_22_F_RWLS_156.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_157.wav,train/mp4/034_22_F_RWLS_157.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_158.wav,train/mp4/034_22_F_RWLS_158.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_159.wav,train/mp4/034_22_F_RWLS_159.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_160.wav,train/mp4/034_22_F_RWLS_160.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_161.wav,train/mp4/034_22_F_RWLS_161.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_162.wav,train/mp4/034_22_F_RWLS_162.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_163.wav,train/mp4/034_22_F_RWLS_163.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_164.wav,train/mp4/034_22_F_RWLS_164.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_165.wav,train/mp4/034_22_F_RWLS_165.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_166.wav,train/mp4/034_22_F_RWLS_166.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_167.wav,train/mp4/034_22_F_RWLS_167.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_168.wav,train/mp4/034_22_F_RWLS_168.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_169.wav,train/mp4/034_22_F_RWLS_169.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_170.wav,train/mp4/034_22_F_RWLS_170.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_171.wav,train/mp4/034_22_F_RWLS_171.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_172.wav,train/mp4/034_22_F_RWLS_172.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_173.wav,train/mp4/034_22_F_RWLS_173.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_174.wav,train/mp4/034_22_F_RWLS_174.mp4,train,ChineseLips
train/wav/034_22_F_RWLS_175.wav,train/mp4/034_22_F_RWLS_175.mp4,train,ChineseLips
train/wav/035_22_M_ZX_001.wav,train/mp4/035_22_M_ZX_001.mp4,train,ChineseLips
train/wav/035_22_M_ZX_002.wav,train/mp4/035_22_M_ZX_002.mp4,train,ChineseLips
train/wav/035_22_M_ZX_003.wav,train/mp4/035_22_M_ZX_003.mp4,train,ChineseLips
train/wav/035_22_M_ZX_004.wav,train/mp4/035_22_M_ZX_004.mp4,train,ChineseLips
train/wav/035_22_M_ZX_005.wav,train/mp4/035_22_M_ZX_005.mp4,train,ChineseLips
train/wav/035_22_M_ZX_006.wav,train/mp4/035_22_M_ZX_006.mp4,train,ChineseLips
train/wav/035_22_M_ZX_007.wav,train/mp4/035_22_M_ZX_007.mp4,train,ChineseLips
train/wav/035_22_M_ZX_008.wav,train/mp4/035_22_M_ZX_008.mp4,train,ChineseLips
train/wav/035_22_M_ZX_009.wav,train/mp4/035_22_M_ZX_009.mp4,train,ChineseLips
train/wav/035_22_M_ZX_010.wav,train/mp4/035_22_M_ZX_010.mp4,train,ChineseLips
train/wav/035_22_M_ZX_011.wav,train/mp4/035_22_M_ZX_011.mp4,train,ChineseLips
train/wav/035_22_M_ZX_012.wav,train/mp4/035_22_M_ZX_012.mp4,train,ChineseLips
train/wav/035_22_M_ZX_013.wav,train/mp4/035_22_M_ZX_013.mp4,train,ChineseLips
train/wav/035_22_M_ZX_014.wav,train/mp4/035_22_M_ZX_014.mp4,train,ChineseLips
train/wav/035_22_M_ZX_015.wav,train/mp4/035_22_M_ZX_015.mp4,train,ChineseLips
train/wav/035_22_M_ZX_016.wav,train/mp4/035_22_M_ZX_016.mp4,train,ChineseLips
train/wav/035_22_M_ZX_017.wav,train/mp4/035_22_M_ZX_017.mp4,train,ChineseLips
train/wav/035_22_M_ZX_018.wav,train/mp4/035_22_M_ZX_018.mp4,train,ChineseLips
train/wav/035_22_M_ZX_019.wav,train/mp4/035_22_M_ZX_019.mp4,train,ChineseLips
train/wav/035_22_M_ZX_020.wav,train/mp4/035_22_M_ZX_020.mp4,train,ChineseLips
train/wav/035_22_M_ZX_021.wav,train/mp4/035_22_M_ZX_021.mp4,train,ChineseLips
train/wav/035_22_M_ZX_022.wav,train/mp4/035_22_M_ZX_022.mp4,train,ChineseLips
train/wav/035_22_M_ZX_023.wav,train/mp4/035_22_M_ZX_023.mp4,train,ChineseLips
train/wav/035_22_M_ZX_024.wav,train/mp4/035_22_M_ZX_024.mp4,train,ChineseLips
train/wav/035_22_M_ZX_025.wav,train/mp4/035_22_M_ZX_025.mp4,train,ChineseLips
train/wav/035_22_M_ZX_026.wav,train/mp4/035_22_M_ZX_026.mp4,train,ChineseLips
train/wav/035_22_M_ZX_027.wav,train/mp4/035_22_M_ZX_027.mp4,train,ChineseLips
train/wav/035_22_M_ZX_028.wav,train/mp4/035_22_M_ZX_028.mp4,train,ChineseLips
train/wav/035_22_M_ZX_029.wav,train/mp4/035_22_M_ZX_029.mp4,train,ChineseLips
train/wav/035_22_M_ZX_030.wav,train/mp4/035_22_M_ZX_030.mp4,train,ChineseLips
train/wav/035_22_M_ZX_031.wav,train/mp4/035_22_M_ZX_031.mp4,train,ChineseLips
train/wav/035_22_M_ZX_032.wav,train/mp4/035_22_M_ZX_032.mp4,train,ChineseLips
train/wav/035_22_M_ZX_033.wav,train/mp4/035_22_M_ZX_033.mp4,train,ChineseLips
train/wav/035_22_M_ZX_034.wav,train/mp4/035_22_M_ZX_034.mp4,train,ChineseLips
train/wav/035_22_M_ZX_035.wav,train/mp4/035_22_M_ZX_035.mp4,train,ChineseLips
train/wav/035_22_M_ZX_036.wav,train/mp4/035_22_M_ZX_036.mp4,train,ChineseLips
train/wav/035_22_M_ZX_037.wav,train/mp4/035_22_M_ZX_037.mp4,train,ChineseLips
train/wav/035_22_M_ZX_038.wav,train/mp4/035_22_M_ZX_038.mp4,train,ChineseLips
train/wav/035_22_M_ZX_039.wav,train/mp4/035_22_M_ZX_039.mp4,train,ChineseLips
train/wav/035_22_M_ZX_040.wav,train/mp4/035_22_M_ZX_040.mp4,train,ChineseLips
train/wav/035_22_M_ZX_041.wav,train/mp4/035_22_M_ZX_041.mp4,train,ChineseLips
train/wav/035_22_M_ZX_042.wav,train/mp4/035_22_M_ZX_042.mp4,train,ChineseLips
train/wav/035_22_M_ZX_043.wav,train/mp4/035_22_M_ZX_043.mp4,train,ChineseLips
train/wav/035_22_M_ZX_044.wav,train/mp4/035_22_M_ZX_044.mp4,train,ChineseLips
train/wav/035_22_M_ZX_045.wav,train/mp4/035_22_M_ZX_045.mp4,train,ChineseLips
train/wav/035_22_M_ZX_046.wav,train/mp4/035_22_M_ZX_046.mp4,train,ChineseLips
train/wav/035_22_M_ZX_047.wav,train/mp4/035_22_M_ZX_047.mp4,train,ChineseLips
train/wav/035_22_M_ZX_048.wav,train/mp4/035_22_M_ZX_048.mp4,train,ChineseLips
train/wav/035_22_M_ZX_049.wav,train/mp4/035_22_M_ZX_049.mp4,train,ChineseLips
train/wav/035_22_M_ZX_050.wav,train/mp4/035_22_M_ZX_050.mp4,train,ChineseLips
train/wav/035_22_M_ZX_051.wav,train/mp4/035_22_M_ZX_051.mp4,train,ChineseLips
train/wav/035_22_M_ZX_052.wav,train/mp4/035_22_M_ZX_052.mp4,train,ChineseLips
train/wav/035_22_M_ZX_053.wav,train/mp4/035_22_M_ZX_053.mp4,train,ChineseLips
train/wav/035_22_M_ZX_054.wav,train/mp4/035_22_M_ZX_054.mp4,train,ChineseLips
train/wav/035_22_M_ZX_055.wav,train/mp4/035_22_M_ZX_055.mp4,train,ChineseLips
train/wav/035_22_M_ZX_056.wav,train/mp4/035_22_M_ZX_056.mp4,train,ChineseLips
train/wav/035_22_M_ZX_057.wav,train/mp4/035_22_M_ZX_057.mp4,train,ChineseLips
train/wav/035_22_M_ZX_058.wav,train/mp4/035_22_M_ZX_058.mp4,train,ChineseLips
train/wav/035_22_M_ZX_059.wav,train/mp4/035_22_M_ZX_059.mp4,train,ChineseLips
train/wav/035_22_M_ZX_060.wav,train/mp4/035_22_M_ZX_060.mp4,train,ChineseLips
train/wav/035_22_M_ZX_061.wav,train/mp4/035_22_M_ZX_061.mp4,train,ChineseLips
train/wav/035_22_M_ZX_062.wav,train/mp4/035_22_M_ZX_062.mp4,train,ChineseLips
train/wav/035_22_M_ZX_063.wav,train/mp4/035_22_M_ZX_063.mp4,train,ChineseLips
train/wav/035_22_M_ZX_064.wav,train/mp4/035_22_M_ZX_064.mp4,train,ChineseLips
train/wav/035_22_M_ZX_065.wav,train/mp4/035_22_M_ZX_065.mp4,train,ChineseLips
train/wav/035_22_M_ZX_066.wav,train/mp4/035_22_M_ZX_066.mp4,train,ChineseLips
train/wav/035_22_M_ZX_067.wav,train/mp4/035_22_M_ZX_067.mp4,train,ChineseLips
train/wav/035_22_M_ZX_068.wav,train/mp4/035_22_M_ZX_068.mp4,train,ChineseLips
train/wav/035_22_M_ZX_069.wav,train/mp4/035_22_M_ZX_069.mp4,train,ChineseLips
train/wav/035_22_M_ZX_070.wav,train/mp4/035_22_M_ZX_070.mp4,train,ChineseLips
train/wav/035_22_M_ZX_071.wav,train/mp4/035_22_M_ZX_071.mp4,train,ChineseLips
train/wav/035_22_M_ZX_072.wav,train/mp4/035_22_M_ZX_072.mp4,train,ChineseLips
train/wav/035_22_M_ZX_073.wav,train/mp4/035_22_M_ZX_073.mp4,train,ChineseLips
train/wav/035_22_M_ZX_074.wav,train/mp4/035_22_M_ZX_074.mp4,train,ChineseLips
train/wav/035_22_M_ZX_075.wav,train/mp4/035_22_M_ZX_075.mp4,train,ChineseLips
train/wav/035_22_M_ZX_076.wav,train/mp4/035_22_M_ZX_076.mp4,train,ChineseLips
train/wav/035_22_M_ZX_077.wav,train/mp4/035_22_M_ZX_077.mp4,train,ChineseLips
train/wav/035_22_M_ZX_078.wav,train/mp4/035_22_M_ZX_078.mp4,train,ChineseLips
train/wav/035_22_M_ZX_079.wav,train/mp4/035_22_M_ZX_079.mp4,train,ChineseLips
train/wav/035_22_M_ZX_080.wav,train/mp4/035_22_M_ZX_080.mp4,train,ChineseLips
train/wav/035_22_M_ZX_081.wav,train/mp4/035_22_M_ZX_081.mp4,train,ChineseLips
train/wav/035_22_M_ZX_082.wav,train/mp4/035_22_M_ZX_082.mp4,train,ChineseLips
train/wav/035_22_M_ZX_083.wav,train/mp4/035_22_M_ZX_083.mp4,train,ChineseLips
train/wav/035_22_M_ZX_084.wav,train/mp4/035_22_M_ZX_084.mp4,train,ChineseLips
train/wav/035_22_M_ZX_085.wav,train/mp4/035_22_M_ZX_085.mp4,train,ChineseLips
train/wav/035_22_M_ZX_086.wav,train/mp4/035_22_M_ZX_086.mp4,train,ChineseLips
train/wav/035_22_M_ZX_087.wav,train/mp4/035_22_M_ZX_087.mp4,train,ChineseLips
train/wav/035_22_M_ZX_088.wav,train/mp4/035_22_M_ZX_088.mp4,train,ChineseLips
train/wav/035_22_M_ZX_089.wav,train/mp4/035_22_M_ZX_089.mp4,train,ChineseLips
train/wav/035_22_M_ZX_090.wav,train/mp4/035_22_M_ZX_090.mp4,train,ChineseLips
train/wav/035_22_M_ZX_091.wav,train/mp4/035_22_M_ZX_091.mp4,train,ChineseLips
train/wav/035_22_M_ZX_092.wav,train/mp4/035_22_M_ZX_092.mp4,train,ChineseLips
train/wav/035_22_M_ZX_093.wav,train/mp4/035_22_M_ZX_093.mp4,train,ChineseLips
train/wav/035_22_M_ZX_094.wav,train/mp4/035_22_M_ZX_094.mp4,train,ChineseLips
train/wav/035_22_M_ZX_095.wav,train/mp4/035_22_M_ZX_095.mp4,train,ChineseLips
train/wav/035_22_M_ZX_096.wav,train/mp4/035_22_M_ZX_096.mp4,train,ChineseLips
train/wav/035_22_M_ZX_097.wav,train/mp4/035_22_M_ZX_097.mp4,train,ChineseLips
train/wav/035_22_M_ZX_098.wav,train/mp4/035_22_M_ZX_098.mp4,train,ChineseLips
train/wav/035_22_M_ZX_099.wav,train/mp4/035_22_M_ZX_099.mp4,train,ChineseLips
train/wav/035_22_M_ZX_100.wav,train/mp4/035_22_M_ZX_100.mp4,train,ChineseLips
train/wav/035_22_M_ZX_101.wav,train/mp4/035_22_M_ZX_101.mp4,train,ChineseLips
train/wav/035_22_M_ZX_102.wav,train/mp4/035_22_M_ZX_102.mp4,train,ChineseLips
train/wav/035_22_M_ZX_103.wav,train/mp4/035_22_M_ZX_103.mp4,train,ChineseLips
train/wav/035_22_M_ZX_104.wav,train/mp4/035_22_M_ZX_104.mp4,train,ChineseLips
train/wav/035_22_M_ZX_105.wav,train/mp4/035_22_M_ZX_105.mp4,train,ChineseLips
train/wav/035_22_M_ZX_106.wav,train/mp4/035_22_M_ZX_106.mp4,train,ChineseLips
train/wav/035_22_M_ZX_107.wav,train/mp4/035_22_M_ZX_107.mp4,train,ChineseLips
train/wav/035_22_M_ZX_108.wav,train/mp4/035_22_M_ZX_108.mp4,train,ChineseLips
train/wav/035_22_M_ZX_109.wav,train/mp4/035_22_M_ZX_109.mp4,train,ChineseLips
train/wav/035_22_M_ZX_110.wav,train/mp4/035_22_M_ZX_110.mp4,train,ChineseLips
train/wav/035_22_M_ZX_111.wav,train/mp4/035_22_M_ZX_111.mp4,train,ChineseLips
train/wav/035_22_M_ZX_112.wav,train/mp4/035_22_M_ZX_112.mp4,train,ChineseLips
